Ein,Eout
29.264013271125343,33.00202917009283
20.628986408907192,23.380076917434767
16.56351416667424,18.52941529327533
13.988534698046067,15.699240247260317
12.356370136689582,13.790489155537161
11.164926686202593,12.470254676617804
10.301875959786395,11.468047282553501
9.581533565835773,10.719238708665081
9.020778786978745,10.110524418269236
8.584190762766617,9.614804850026424
8.214334225357666,9.200258542861594
7.884530583999176,8.84901171246334
7.617524179866875,8.54896171658215
7.38669472547565,8.287573455001612
7.178174729092628,8.060227763129113
6.993160219949165,7.8597837461107805
6.8258066171121285,7.683662020770832
6.6788045687303415,7.524333003821267
6.553630491346153,7.380663750245345
6.435088271949411,7.250881598559354
6.327956144767892,7.1319421898495925
6.224929478633197,7.022769128834718
6.131888828077074,6.923175110347739
6.048554812907556,6.831161039301757
5.968010913036915,6.746775851186357
5.891361814086204,6.667373220840238
5.824174514817782,6.594472972230807
5.761150645657831,6.525194738123932
5.703817042979161,6.461220251538855
5.6482085850497885,6.400758594892148
5.594163754023431,6.344376623598127
5.545556872504415,6.290358729923674
5.498918331467289,6.239530093748737
5.456458940045678,6.191886651300344
5.415524717997764,6.146366276997791
5.376215635494181,6.103461080192332
5.339784389318417,6.062764330732071
5.303612170456268,6.024105454489855
5.271190629255965,5.986999555996102
5.2393105242352735,5.9514940985051705
5.2088325455585,5.9174917610475415
5.180729366258699,5.885182501592627
5.151280759972794,5.854264079749252
5.124487188960977,5.824433042476003
5.098337539433078,5.795581864366071
5.074006269290457,5.768023009564925
5.0499303297994835,5.741563109521916
5.02730098074703,5.716163522856225
5.005201745981676,5.691526455754165
