Ein,Eout
38.30801948080118,264.27052744707214
0.4856370330649877,9.447588228935961
0.759895048167554,7.6635024268888605
0.9835247669734035,6.8263260143153355
1.1730301254419369,6.3334174657701565
1.3371578985649604,6.010311768186235
1.4815603302041722,5.784482838423397
1.610177818802432,5.619774355790392
1.7258840729941327,5.495998292274724
1.8308440921331721,5.400959150250107
1.9267310463966327,5.326846448716927
2.0148652786770715,5.268426082932788
2.0963071487703915,5.2220606965632355
2.1719211062049517,5.185145978502153
2.2424211175829587,5.1557700506168676
2.3084036218383543,5.132499171884223
2.370371917491423,5.114238247800669
2.4287545272364803,5.100137351395218
2.4839192431209716,5.0895274799323715
2.536184018216783,5.0818754191255975
2.585825519006777,5.076751408007298
2.6330859173657406,5.073805568946046
2.6781783403850254,5.072750457735094
2.7212912846756967,5.073347962326472
2.7625922229762256,5.0753993407467854
2.802230574422262,5.0787375578643745
2.840340168816813,5.083221327779965
2.8770413050828854,5.088730436971262
2.9124424816481604,5.095162039806148
2.9466418596378783,5.102427699830701
2.979728506956667,5.110451008467041
3.011783461515348,5.119165654671378
3.042880644278855,5.128513849683024
3.073087646896621,5.138445033505694
3.102466414032739,5.148914806505031
3.1310738368417463,5.159884042091306
3.1589622711120056,5.17131814598402
3.18617999125175,5.183186434823516
3.2127715894055795,5.195461612502652
3.238778327455047,5.208119326929711
3.2642384484071267,5.221137793320147
3.289187452650105,5.234497472780294
3.313658343712297,5.248180797048059
3.337681847460843,5.262171931928226
3.3612866080982933,5.276456573300701
3.38449936382779,5.2910217706491025
3.407345104653855,5.305855773931781
3.4298472144435226,5.3209479003180755
3.4520275990823985,5.336288417886579
3.4739068023178006,5.351868443855991
3.495504110671238,5.36767985530265
3.5168376486267316,5.383715210639903
3.537924465147124,5.399967680397986
3.558780612442913,5.416430986065174
3.579421217803953,5.433099345931911
3.5998605492067166,5.449967427034686
3.6201120753295943,5.467030302428524
3.6401885205305864,5.4842834131197025
3.6601019152821026,5.501722534087437
3.679863642502591,5.5193437439030895
3.699484480172208,5.5371433975124384
3.7189746405827013,5.555118101815971
3.7383438065306707,5.573264693719209
3.757601164732568,5.591580220374712
3.7767554367099576,5.6100619213681595
3.795814907368706,5.628707212632578
3.814787451473448,5.647513671905241
3.8336805581970257,5.666479025555527
3.8525013539093385,5.68560113664372
3.871256623352941,5.70487799407902
3.8899528293366523,5.724307702760493
3.9085961310714987,5.743888474606937
3.9271924012541586,5.7636186203779864
3.9457472420016217,5.783496542215084
3.96426599972391,5.803520726825844
3.982753779018915,5.823689739251679
4.001215455664559,5.844002217163069
4.019655688775816,5.8644568656312375
4.038078932188854,5.885052452330885
4.056489445131201,5.905787803136189
4.074891302228561,5.926661798072473
4.093288402896231,5.947673367590032
4.1116844801611085,5.968821489134908
4.1300831089521175,5.9901051839862385
4.148487713897512,6.0115235143384576
4.166901576664383,6.033075580609076
4.185327842868624,6.054760518948079
4.203769528587572,6.076577498935359
4.22222952650105,6.09852572145046
4.240710611684038,6.1206044166967635
4.259215447076715,6.142812842372253
4.277746588650022,6.16515028197038
4.296306490288362,6.187616043203123
4.314897508406911,6.210209456536388
4.3335219063198345,6.232929873827202
4.352181858375854,6.255776667056048
4.3708794538746965,6.2787492271463625
4.389616700779418,6.30184696286561
4.408395529235012,6.325069299799678
4.427217794906439,6.3484156793959645
4.4460852821464485,6.371885558070948
4.46499970700391,6.395478406376558
4.483962720080088,6.419193708219821
4.502975909244559,6.443030960134805
4.522040802216318,6.46698967059981
4.541158869019677,6.491069359399514
4.5603315243205165,6.515269557025939
4.579560129651123,6.539589804118571
4.598845995528359,6.564029650937874
4.618190383472437,6.5885886568722505
4.637594507930791,6.613266389974962
4.657059538112405,6.638062426528629
4.676586599738229,6.662976350637369
4.6961767767105735,6.68800775384134
4.715831112707473,6.713156234755833
4.735550612705071,6.738421398731059
4.755336244431966,6.7638028575316715
4.775188939758813,6.7893002290348665
4.7951095960271655,6.814913136946328
4.815099077320222,6.840641210532081
4.835158215677959,6.866484084365432
4.855287812260553,6.892441398088183
4.875488638462087,6.91851279618606
4.8957614369763185,6.944697927775017
4.916106922818691,6.970996446401154
4.936525784304444,6.997408009850039
4.957018683986839,7.023932279967129
4.977586259556713,7.050568922488247
4.9982291247047,7.0773176068782355
5.01894786994875,7.1041780061786755
5.039743063428625,7.131149796864503
5.060615251667533,7.158232658706312
5.081564960304003,7.185426274641066
5.102592694795476,7.212730330650285
5.123698941092814,7.240144515642414
5.144884166289449,7.267668521342839
5.166148819245168,7.295302042188992
5.187493331185781,7.323044775230761
5.20891811628002,7.350896420036209
5.230423572193725,7.378856678600806
5.252010080624557,7.406925255263296
5.273678007815027,7.435101856623426
5.295427705047398,7.463386191465265
5.317259509119864,7.491777970683539
5.339173742805299,7.520276907213796
5.361170715293117,7.548882715965908
5.383250722614966,7.577595113760383
5.405414048055056,7.606413819268076
5.4276609625460965,7.635338552953007
5.4499917250502445,7.664369037016755
