Ein,Eout
1.5977557341417585,12.623664308011456
1.7464479008429252,7.602373573528583
1.9045210743153191,6.440325121406478
2.0365675865495634,5.908648405441769
2.1495596592948565,5.603959270660288
2.24865742409658,5.407707701620236
2.3371385085324814,5.272053705939592
2.41717105209133,5.173824101694764
2.4902686964377025,5.100359816760306
2.557539204609672,5.044130227623814
2.619825025980651,5.000362273541552
2.677786841937129,4.965879156058378
2.7319557184133516,4.938482999043008
2.7827671351932937,4.916604711596805
2.830584069281202,4.899094692765183
2.8757131900412194,4.885092176913601
2.918416557586085,4.873940646642491
2.958920288512727,4.865131348146504
2.9974211166834976,4.858264554626291
3.0340914553445972,4.853022379548996
3.069083367985556,4.84914930538954
3.1025317286149163,4.846437986435977
3.134556769203618,4.844718731069364
3.1652661564585522,4.843851598181919
3.194756701995867,4.843720381414105
3.2231157833589203,4.844227976922833
3.25042253436675,4.845292778727059
3.276748849562803,4.846845846593455
3.302160237446932,4.848828661207536
3.3267165496675775,4.851191330384957
3.3504726076781877,4.8538911449467905
3.373478744036328,4.856891408033812
3.395781272185303,4.86016047997922
3.417422895953317,4.863670994380796
3.4384430679617903,4.867399211097741
3.458878304506066,4.871324479466716
3.478762463180113,4.87542879078864
3.4981269884654056,4.879696403525705
3.5170011296626837,4.8841135280456
3.5354121348490093,4.888668060373072
3.553385423979508,4.8933493564725845
3.57094474378066,4.89814804019768
3.5881123066986116,4.903055839330351
3.6049089158358423,4.908065445144878
3.621354077544687,4.913170391755423
3.6374661031124265,4.918364952155692
3.6532622007841495,4.923644048395952
3.668758559202939,4.929003173769229
3.683970423209467,4.934438325232605
3.698912162823814,4.939945944578295
3.713597336130349,4.945522867104774
3.7280387466981044,4.951166276734176
3.742248496095338,4.956873666686871
3.7562380319899877,4.962642804956324
3.770018192270396,4.968471703940282
3.783599245574622,4.974358593682284
3.7969909285691164,4.980301898251244
3.8102024802840324,4.986300214858867
3.823242673776542,4.992352295367439
3.836119845366139,4.998457029890084
3.848841921660361,5.004613432226341
3.8614164445658896,5.01082062690961
3.87385059446094,5.017077837672302
3.8861512116884045,5.023384377163219
3.8983248165096187,5.029739637766464
3.9103776276507887,5.036143083398504
3.922315579555715,5.042594242168547
3.934144338451728,5.049092699805866
3.9458693173237536,5.055638093767656
3.9574956898836215,5.062230107952754
3.969028403613101,5.068868467953751
3.9804721919524613,5.075552936790266
3.9918315857004387,5.082283311070572
4.0031109236842,5.0890594175364745
4.0143143627557825,5.095881109951935
4.025445887161828,5.102748266296997
4.036509317335801,5.109660786238911
4.047508318151404,5.116618588848548
4.058446406677319,5.12362161053935
4.069326959468412,5.130669803206102
4.080153219425151,5.137763132542482
4.090928302250733,5.144901576519905
4.101655202535434,5.152085124013294
4.1123367994904525,5.15931377355674
4.122975862357436,5.166587532218864
4.133575055513072,5.173906414584393
4.144136943290153,5.181270441833127
4.154663994532973,5.188679640906497
4.165158586904127,5.196134043753161
4.175623010957976,5.203633686645868
4.186059473997344,5.211178609564875
4.196470103724328,5.218768855638472
4.206856951700323,5.226404470638357
4.217221996625511,5.234085502522997
4.227567147449037,5.241812001024778
4.237894246320939,5.249584017278053
4.248205071393773,5.2574016034825215
4.25850133948397,5.265264812600364
4.268784708600717,5.273173698083009
4.279056780350135,5.2811283136257225
4.289319102221499,5.289128712946189
4.299573169763174,5.297174949586723
4.309820428653649,5.305267076736462
4.320062276673399,5.313405147072138
4.33030006558427,5.321589212616474
4.340535102920114,5.329819324611473
4.350768653694371,5.33809553340625
4.361001942029009,5.346417888357895
4.371236152708322,5.3547864377430665
4.381472432662968,5.363201228681553
4.391711892386465,5.371662307068625
4.4019556072886035,5.380169717516294
4.412204618988823,5.3887235033029555
4.422459936552773,5.397323706330068
4.432722537674622,5.405970367085497
4.442993369808079,5.414663524612778
4.453273351249255,5.423403216486347
4.463563372172277,5.432189478790606
4.473864295621904,5.441022346104796
4.484176958464096,5.44990185149121
4.49450217229667,5.458828026487199
4.50484072432229,5.467800901100555
4.515193378185383,5.476820503807765
4.525560874775194,5.485886861555421
4.53594393299544,5.494999999763221
4.546343250504106,5.504159942330391
4.556759504422338,5.513366711642768
4.567193352016108,5.522620328582792
4.577645431350277,5.531920812540113
4.588116361917285,5.541268181424172
4.598606745241751,5.550662451678312
4.609117165460356,5.560103638293674
4.619648189881375,5.569591754826165
4.630200369520529,5.579126813411702
4.640774239618803,5.588708824784884
4.6513703201389545,5.598337798296196
4.661989116244215,5.608013741930708
4.672631118759088,5.617736662327167
4.683296804613014,5.627506564797342
4.693986637267897,5.637323453346023
4.7047010671294105,5.6471873306903815
4.71544053194443,5.657098198280939
4.726205457182917,5.667056056321145
4.736996256407152,5.677060903788427
4.747813331626964,5.687112738454208
4.758657073643055,5.697211556904737
4.769527862377916,5.707357354561635
4.7804260671947185,5.717550125701772
4.7913520472061615,5.727789863478362
4.802306151571767,5.738076559940936
